,season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain
0,2021,1254117,CSK v KKR,CSK,KKR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,Shakib Al Hasan,Shakib Al Hasan,3.0,0,33,0,11.0,6,2,3,0,0,False
1,2021,1254117,CSK v KKR,CSK,KKR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,Shivam Mavi,Shivam Mavi,4.0,0,32,1,8.0,8,1,2,0,0,False
2,2021,1254117,CSK v KKR,CSK,KKR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,LH Ferguson,Lockie Ferguson,4.0,0,56,0,14.0,4,7,2,2,0,False
3,2021,1254117,CSK v KKR,CSK,KKR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,CV Varun,Varun Chakravarthy,4.0,0,38,0,9.5,5,2,2,0,1,False
4,2021,1254117,CSK v KKR,CSK,KKR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,SP Narine,Sunil Narine,4.0,0,26,2,6.5,6,0,1,1,0,False
5,2021,1254117,CSK v KKR,CSK,KKR,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,VR Iyer,Venkatesh Iyer,1.0,0,5,0,5.0,2,0,0,0,0,False
6,2021,1254117,CSK v KKR,CSK,KKR,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,DL Chahar,Deepak Chahar,4.0,0,32,1,8.0,10,4,1,1,0,False
7,2021,1254117,CSK v KKR,CSK,KKR,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,JR Hazlewood,Josh Hazlewood,4.0,0,29,2,7.25,10,2,1,2,0,False
8,2021,1254117,CSK v KKR,CSK,KKR,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,SN Thakur,Shardul Thakur,4.0,0,38,3,9.5,11,3,1,4,1,False
9,2021,1254117,CSK v KKR,CSK,KKR,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,DJ Bravo,Dwayne Bravo,4.0,0,29,1,7.25,9,1,2,0,0,False
10,2021,1254117,CSK v KKR,CSK,KKR,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,RA Jadeja,Ravindra Jadeja,4.0,0,37,2,9.25,9,3,2,1,0,False
11,2021,1254116,DC v KKR,DC,KKR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,Shakib Al Hasan,Shakib Al Hasan,4.0,0,28,0,7.0,9,2,1,1,0,False
12,2021,1254116,DC v KKR,DC,KKR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,LH Ferguson,Lockie Ferguson,4.0,0,26,1,6.5,11,1,2,0,0,False
13,2021,1254116,DC v KKR,DC,KKR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,SP Narine,Sunil Narine,4.0,0,27,0,6.75,9,0,2,1,0,False
14,2021,1254116,DC v KKR,DC,KKR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,CV Varun,Varun Chakravarthy,4.0,0,26,2,6.5,7,2,0,0,1,False
15,2021,1254116,DC v KKR,DC,KKR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,Shivam Mavi,Shivam Mavi,4.0,0,27,1,6.75,9,1,1,1,0,False
16,2021,1254116,DC v KKR,DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,A Nortje,Anrich Nortje,4.0,0,31,2,7.75,10,2,1,1,0,False
17,2021,1254116,DC v KKR,DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,R Ashwin,Ravichandran Ashwin,3.5,0,27,2,7.04,7,1,1,1,0,False
18,2021,1254116,DC v KKR,DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,Avesh Khan,Avesh Khan,4.0,0,22,1,5.5,9,1,0,0,0,False
19,2021,1254116,DC v KKR,DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,AR Patel,Axar Patel,4.0,0,32,0,8.0,8,0,3,1,0,False
20,2021,1254116,DC v KKR,DC,KKR,DC,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,K Rabada,Kagiso Rabada,4.0,0,23,2,5.75,13,1,1,2,0,False
21,2021,1254115,RCB v KKR,RCB,KKR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,Shakib Al Hasan,Shakib Al Hasan,4.0,0,24,0,6.0,6,2,0,0,0,False
22,2021,1254115,RCB v KKR,RCB,KKR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,Shivam Mavi,Shivam Mavi,4.0,0,36,0,9.0,8,4,0,2,2,False
23,2021,1254115,RCB v KKR,RCB,KKR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,CV Varun,Varun Chakravarthy,4.0,0,20,0,5.0,7,0,0,0,0,False
24,2021,1254115,RCB v KKR,RCB,KKR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,LH Ferguson,Lockie Ferguson,4.0,0,30,2,7.5,8,4,0,1,0,False
25,2021,1254115,RCB v KKR,RCB,KKR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,SP Narine,Sunil Narine,4.0,0,21,4,5.25,11,2,0,1,0,False
26,2021,1254115,RCB v KKR,RCB,KKR,RCB,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,Mohammed Siraj,Mohammed Siraj,4.0,0,19,2,4.75,10,1,0,0,0,False
27,2021,1254115,RCB v KKR,RCB,KKR,RCB,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,GHS Garton,George Garton,3.0,0,29,0,9.66,4,3,1,0,0,False
28,2021,1254115,RCB v KKR,RCB,KKR,RCB,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,HV Patel,Harshal Patel,4.0,0,19,2,4.75,10,1,0,1,0,False
29,2021,1254115,RCB v KKR,RCB,KKR,RCB,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,YS Chahal,Yuzvendra Chahal,4.0,0,16,2,4.0,8,0,0,0,0,False
30,2021,1254115,RCB v KKR,RCB,KKR,RCB,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,GJ Maxwell,Glenn Maxwell,3.0,0,25,0,8.33,4,2,1,0,0,False
31,2021,1254115,RCB v KKR,RCB,KKR,RCB,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,DT Christian,Dan Christian,1.4,0,29,0,17.4,1,1,3,2,0,False
32,2021,1254114,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,DL Chahar,Deepak Chahar,3.0,0,26,0,8.66,5,4,0,1,0,False
33,2021,1254114,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,JR Hazlewood,Josh Hazlewood,4.0,0,29,2,7.25,13,4,1,0,0,False
34,2021,1254114,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,SN Thakur,Shardul Thakur,3.0,0,36,0,12.0,5,1,3,2,0,False
35,2021,1254114,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,RA Jadeja,Ravindra Jadeja,3.0,0,23,1,7.66,4,3,0,0,0,False
36,2021,1254114,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,MM Ali,Moeen Ali,4.0,0,27,1,6.75,5,0,1,1,0,False
37,2021,1254114,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,DJ Bravo,Dwayne Bravo,3.0,0,31,1,10.33,4,3,1,2,0,False
38,2021,1254114,DC v CSK,DC,CSK,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,A Nortje,Anrich Nortje,4.0,0,31,1,7.75,7,4,0,0,0,False
39,2021,1254114,DC v CSK,DC,CSK,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,Avesh Khan,Avesh Khan,4.0,0,47,1,11.75,8,5,3,1,0,False
40,2021,1254114,DC v CSK,DC,CSK,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,K Rabada,Kagiso Rabada,3.0,0,23,0,7.66,5,1,1,0,0,False
41,2021,1254114,DC v CSK,DC,CSK,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,AR Patel,Axar Patel,3.0,0,23,0,7.66,7,2,1,0,0,False
42,2021,1254114,DC v CSK,DC,CSK,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,TK Curran,Tom Curran,3.4,0,29,3,7.9,6,3,0,2,0,False
43,2021,1254114,DC v CSK,DC,CSK,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,R Ashwin,Ravichandran Ashwin,2.0,0,19,0,9.5,0,2,0,0,0,False
44,2021,1254101,RCB v DC,RCB,DC,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,GJ Maxwell,Glenn Maxwell,3.0,0,29,0,9.66,3,2,1,2,0,False
45,2021,1254101,RCB v DC,RCB,DC,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,Mohammed Siraj,Mohammed Siraj,4.0,0,25,2,6.25,11,4,0,0,0,False
46,2021,1254101,RCB v DC,RCB,DC,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,GHS Garton,George Garton,3.0,0,20,0,6.66,6,2,0,0,1,False
47,2021,1254101,RCB v DC,RCB,DC,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,YS Chahal,Yuzvendra Chahal,4.0,0,34,1,8.5,5,1,2,0,0,False
48,2021,1254101,RCB v DC,RCB,DC,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,HV Patel,Harshal Patel,4.0,0,34,1,8.5,8,1,2,3,0,False
49,2021,1254101,RCB v DC,RCB,DC,RCB,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,DT Christian,Dan Christian,2.0,0,19,1,9.5,5,2,1,0,0,False
50,2021,1254101,RCB v DC,RCB,DC,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,A Nortje,Anrich Nortje,4.0,0,24,2,6.0,9,2,0,1,0,False
51,2021,1254101,RCB v DC,RCB,DC,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,Avesh Khan,Avesh Khan,4.0,0,31,0,7.75,11,2,1,2,0,False
52,2021,1254101,RCB v DC,RCB,DC,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,AR Patel,Axar Patel,4.0,0,39,1,9.75,8,4,2,0,0,False
53,2021,1254101,RCB v DC,RCB,DC,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,K Rabada,Kagiso Rabada,4.0,0,37,0,9.25,4,3,1,0,0,False
54,2021,1254101,RCB v DC,RCB,DC,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,R Ashwin,Ravichandran Ashwin,1.0,0,11,0,11.0,1,0,1,0,0,False
55,2021,1254101,RCB v DC,RCB,DC,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,RV Patel,Ripal Patel,3.0,0,22,0,7.33,5,2,0,2,0,False
56,2021,1254088,SRH v MI,SRH,MI,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,Mohammad Nabi,Mohammad Nabi,3.0,0,33,0,11.0,3,4,1,0,0,False
57,2021,1254088,SRH v MI,SRH,MI,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,S Kaul,Siddarth Kaul,4.0,0,56,0,14.0,5,10,1,0,0,False
58,2021,1254088,SRH v MI,SRH,MI,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,JO Holder,Jason Holder,4.0,0,52,4,13.0,9,6,2,3,0,False
59,2021,1254088,SRH v MI,SRH,MI,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,Umran Malik,Umran Malik,4.0,0,48,1,12.0,7,8,1,1,0,False
60,2021,1254088,SRH v MI,SRH,MI,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,Rashid Khan,Rashid Khan,4.0,0,40,2,10.0,5,2,3,0,0,False
61,2021,1254088,SRH v MI,SRH,MI,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,Abhishek Sharma,Abhishek Sharma,1.0,0,4,2,4.0,4,0,0,1,0,False
62,2021,1254088,SRH v MI,SRH,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,TA Boult,Trent Boult,4.0,0,30,1,7.5,8,4,0,0,0,False
63,2021,1254088,SRH v MI,SRH,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,JJ Bumrah,Jasprit Bumrah,4.0,0,39,2,9.75,8,4,0,3,0,False
64,2021,1254088,SRH v MI,SRH,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,PP Chawla,Piyush Chawla,4.0,0,38,1,9.5,3,3,1,0,0,False
65,2021,1254088,SRH v MI,SRH,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,NM Coulter-Nile,Nathan Coulter-Nile,4.0,0,40,2,10.0,7,6,1,0,0,False
66,2021,1254088,SRH v MI,SRH,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,JDS Neesham,James Neesham,3.0,0,28,2,9.33,5,3,1,0,0,False
67,2021,1254088,SRH v MI,SRH,MI,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,KH Pandya,Krunal Pandya,1.0,0,16,0,16.0,1,1,1,0,1,False
68,2021,1254106,KKR v RR,KKR,RR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,JD Unadkat,Jaydev Unadkat,4.0,0,35,0,8.75,8,2,2,1,0,False
69,2021,1254106,KKR v RR,KKR,RR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,CH Morris,Chris Morris,4.0,0,28,1,7.0,12,2,1,3,0,False
70,2021,1254106,KKR v RR,KKR,RR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,C Sakariya,Chetan Sakariya,4.0,0,23,1,5.75,12,2,1,0,0,False
71,2021,1254106,KKR v RR,KKR,RR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,Mustafizur Rahman,Mustafizur Rahman,4.0,0,31,0,7.75,8,2,1,1,0,False
72,2021,1254106,KKR v RR,KKR,RR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,S Dube,Shivam Dube,2.0,0,18,0,9.0,1,2,0,0,0,False
73,2021,1254106,KKR v RR,KKR,RR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,R Tewatia,Rahul Tewatia,1.0,0,11,1,11.0,1,0,1,1,0,False
74,2021,1254106,KKR v RR,KKR,RR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,GD Phillips,Glenn Phillips,1.0,0,17,1,17.0,1,2,1,1,0,False
75,2021,1254106,KKR v RR,KKR,RR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,Shakib Al Hasan,Shakib Al Hasan,1.0,0,1,1,1.0,5,0,0,0,0,False
76,2021,1254106,KKR v RR,KKR,RR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,Shivam Mavi,Shivam Mavi,3.1,0,21,4,6.63,10,3,0,0,0,False
77,2021,1254106,KKR v RR,KKR,RR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,SP Narine,Sunil Narine,4.0,0,30,0,7.5,12,1,3,0,0,False
78,2021,1254106,KKR v RR,KKR,RR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,LH Ferguson,Lockie Ferguson,4.0,0,18,3,4.5,17,3,0,0,0,False
79,2021,1254106,KKR v RR,KKR,RR,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,CV Varun,Varun Chakravarthy,4.0,0,14,1,3.5,16,0,1,0,0,False
80,2021,1254094,CSK v PBKS,CSK,PBKS,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,Mohammed Shami,Mohammed Shami,4.0,0,22,1,5.5,14,2,1,1,0,False
81,2021,1254094,CSK v PBKS,CSK,PBKS,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,Harpreet Brar,Harpreet Brar,4.0,0,22,0,5.5,12,2,0,2,0,False
82,2021,1254094,CSK v PBKS,CSK,PBKS,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,Arshdeep Singh,Arshdeep Singh,4.0,0,35,2,8.75,6,3,1,1,0,False
83,2021,1254094,CSK v PBKS,CSK,PBKS,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,CJ Jordan,Chris Jordan,3.0,0,20,2,6.66,6,2,0,1,0,False
84,2021,1254094,CSK v PBKS,CSK,PBKS,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,Ravi Bishnoi,Ravi Bishnoi,4.0,0,25,1,6.25,10,3,0,1,0,False
85,2021,1254094,CSK v PBKS,CSK,PBKS,PBKS,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,MC Henriques,Moises Henriques,1.0,0,9,0,9.0,1,1,0,1,0,False
86,2021,1254094,CSK v PBKS,CSK,PBKS,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,DL Chahar,Deepak Chahar,4.0,0,48,1,12.0,5,3,3,3,0,False
87,2021,1254094,CSK v PBKS,CSK,PBKS,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,JR Hazlewood,Josh Hazlewood,3.0,0,22,0,7.33,10,3,1,0,0,False
88,2021,1254094,CSK v PBKS,CSK,PBKS,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,SN Thakur,Shardul Thakur,3.0,0,28,3,9.33,10,3,2,0,0,False
89,2021,1254094,CSK v PBKS,CSK,PBKS,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,RA Jadeja,Ravindra Jadeja,1.0,0,9,0,9.0,2,0,1,0,0,False
90,2021,1254094,CSK v PBKS,CSK,PBKS,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,DJ Bravo,Dwayne Bravo,2.0,0,32,0,16.0,0,0,3,2,0,False
91,2021,1254095,RCB v SRH,RCB,SRH,RCB,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,Mohammed Siraj,Mohammed Siraj,3.0,0,17,0,5.66,11,3,0,1,0,False
92,2021,1254095,RCB v SRH,RCB,SRH,RCB,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,GHS Garton,George Garton,2.0,0,29,1,14.5,3,4,1,2,0,False
93,2021,1254095,RCB v SRH,RCB,SRH,RCB,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,Shahbaz Ahmed,Shahbaz Ahmed,4.0,0,21,0,5.25,7,1,0,0,0,False
94,2021,1254095,RCB v SRH,RCB,SRH,RCB,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,HV Patel,Harshal Patel,4.0,0,33,3,8.25,8,4,0,0,1,False
95,2021,1254095,RCB v SRH,RCB,SRH,RCB,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,YS Chahal,Yuzvendra Chahal,4.0,0,27,1,6.75,9,1,1,0,0,False
96,2021,1254095,RCB v SRH,RCB,SRH,RCB,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,1,DT Christian,Dan Christian,3.0,0,14,2,4.66,8,1,0,0,0,False
97,2021,1254095,RCB v SRH,RCB,SRH,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,B Kumar,Bhuvneshwar Kumar,4.0,0,25,1,6.25,11,2,1,0,0,False
98,2021,1254095,RCB v SRH,RCB,SRH,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,JO Holder,Jason Holder,4.0,0,27,1,6.75,11,3,0,2,0,False
99,2021,1254095,RCB v SRH,RCB,SRH,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,S Kaul,Siddarth Kaul,4.0,1,24,1,6.0,12,2,1,0,0,False
100,2021,1254095,RCB v SRH,RCB,SRH,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,Umran Malik,Umran Malik,4.0,0,21,1,5.25,11,2,0,0,0,False
101,2021,1254095,RCB v SRH,RCB,SRH,SRH,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,2,Rashid Khan,Rashid Khan,4.0,0,39,1,9.75,7,3,2,0,0,False
102,2021,1254093,RR v MI,RR,MI,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,TA Boult,Trent Boult,4.0,0,24,0,6.0,10,1,1,2,0,False
103,2021,1254093,RR v MI,RR,MI,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,J Yadav,Jayant Yadav,2.0,0,17,0,8.5,6,2,1,0,0,False
104,2021,1254093,RR v MI,RR,MI,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,JJ Bumrah,Jasprit Bumrah,4.0,0,14,2,3.5,18,2,0,0,1,False
105,2021,1254093,RR v MI,RR,MI,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,NM Coulter-Nile,Nathan Coulter-Nile,4.0,0,14,4,3.5,16,2,0,0,0,False
106,2021,1254093,RR v MI,RR,MI,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,JDS Neesham,James Neesham,4.0,0,12,3,3.0,13,0,0,0,0,False
107,2021,1254093,RR v MI,RR,MI,MI,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,KA Pollard,Kieron Pollard,2.0,0,9,0,4.5,3,0,0,0,0,False
108,2021,1254093,RR v MI,RR,MI,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,Mustafizur Rahman,Mustafizur Rahman,2.2,0,32,1,13.71,6,3,2,1,0,False
109,2021,1254093,RR v MI,RR,MI,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,C Sakariya,Chetan Sakariya,3.0,1,36,1,12.0,9,3,2,0,2,False
110,2021,1254093,RR v MI,RR,MI,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,S Gopal,Shreyas Gopal,1.0,0,9,0,9.0,2,0,1,0,0,False
111,2021,1254093,RR v MI,RR,MI,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,2,K Yadav,Kuldip Yadav,2.0,0,16,0,8.0,5,3,0,0,0,False
112,2021,1254110,DC v CSK,DC,CSK,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,A Nortje,Anrich Nortje,4.0,0,37,1,9.25,8,2,1,2,0,False
113,2021,1254110,DC v CSK,DC,CSK,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,Avesh Khan,Avesh Khan,4.0,0,35,1,8.75,12,5,1,2,0,False
114,2021,1254110,DC v CSK,DC,CSK,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,AR Patel,Axar Patel,4.0,0,18,2,4.5,6,0,0,0,0,False
115,2021,1254110,DC v CSK,DC,CSK,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,K Rabada,Kagiso Rabada,4.0,0,21,0,5.25,12,3,0,0,0,False
116,2021,1254110,DC v CSK,DC,CSK,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,R Ashwin,Ravichandran Ashwin,4.0,0,20,1,5.0,8,0,0,2,0,False
117,2021,1254110,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,DL Chahar,Deepak Chahar,3.0,0,34,1,11.33,9,4,2,2,0,False
118,2021,1254110,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,JR Hazlewood,Josh Hazlewood,4.0,0,27,1,6.75,10,2,1,0,0,False
119,2021,1254110,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,RA Jadeja,Ravindra Jadeja,4.0,0,28,2,7.0,10,3,0,1,0,False
120,2021,1254110,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,MM Ali,Moeen Ali,3.0,0,16,0,5.33,8,0,1,0,0,False
121,2021,1254110,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,SN Thakur,Shardul Thakur,4.0,0,13,2,3.25,12,0,0,0,0,False
122,2021,1254110,DC v CSK,DC,CSK,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,DJ Bravo,Dwayne Bravo,1.4,0,20,1,12.0,4,3,0,3,0,False
123,2021,1254109,KKR v SRH,KKR,SRH,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,TG Southee,Tim Southee,4.0,0,26,2,6.5,9,3,0,0,0,False
124,2021,1254109,KKR v SRH,KKR,SRH,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,Shivam Mavi,Shivam Mavi,4.0,0,29,2,7.25,12,5,0,0,1,False
125,2021,1254109,KKR v SRH,KKR,SRH,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,CV Varun,Varun Chakravarthy,4.0,0,26,2,6.5,13,0,3,0,0,False
126,2021,1254109,KKR v SRH,KKR,SRH,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,Shakib Al Hasan,Shakib Al Hasan,4.0,0,20,1,5.0,10,0,1,0,0,False
127,2021,1254109,KKR v SRH,KKR,SRH,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,1,SP Narine,Sunil Narine,4.0,0,12,0,3.0,12,0,0,0,0,False
128,2021,1254109,KKR v SRH,KKR,SRH,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,B Kumar,Bhuvneshwar Kumar,4.0,0,20,0,5.0,14,3,0,0,0,False
129,2021,1254109,KKR v SRH,KKR,SRH,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,JO Holder,Jason Holder,4.0,0,32,2,8.0,8,5,0,0,0,False
130,2021,1254109,KKR v SRH,KKR,SRH,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,Umran Malik,Umran Malik,4.0,0,27,0,6.75,13,4,0,2,0,False
131,2021,1254109,KKR v SRH,KKR,SRH,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,Rashid Khan,Rashid Khan,4.0,0,23,1,5.75,13,3,0,0,0,False
132,2021,1254109,KKR v SRH,KKR,SRH,SRH,Dubai International Cricket Stadium,Dubai,United Arab Emirates,2,S Kaul,Siddarth Kaul,3.4,0,17,1,4.63,11,2,0,0,0,False
133,2021,1254090,RCB v PBKS,RCB,PBKS,PBKS,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,1,AK Markram,Aiden Markram,1.0,0,5,0,5.0,4,1,0,0,0,False
