,season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,shortText
0,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,1,RD Gaikwad,Ruturaj Gaikwad,32.0,27.0,41,3.0,1.0,118.51,False,False,"{'wickets': 1, 'runs': 61}",c Shivam Mavi b Narine
1,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,1,F du Plessis,Faf du Plessis,86.0,59.0,104,7.0,3.0,145.76,False,False,"{'wickets': 3, 'runs': 192}",c Iyer b Shivam Mavi
2,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,1,RV Uthappa,Robin Uthappa,31.0,15.0,26,0.0,3.0,206.66,False,False,"{'wickets': 2, 'runs': 124}",lbw b Narine
3,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,1,MM Ali,Moeen Ali,37.0,20.0,36,2.0,3.0,185,False,True,{},not out
4,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,Shubman Gill,Shubman Gill,51.0,43.0,74,6.0,0.0,118.6,False,False,"{'wickets': 4, 'runs': 108}",lbw b Chahar
5,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,VR Iyer,Venkatesh Iyer,50.0,32.0,56,5.0,3.0,156.25,False,False,"{'wickets': 1, 'runs': 91}",c Jadeja b Thakur
6,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,N Rana,Nitish Rana,0.0,1.0,3,0.0,0.0,0,False,False,"{'wickets': 2, 'runs': 93}",c du Plessis b Thakur
7,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,SP Narine,Sunil Narine,2.0,2.0,6,0.0,0.0,100,False,False,"{'wickets': 3, 'runs': 97}",c Jadeja b Hazlewood
8,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,EJG Morgan,Eoin Morgan,4.0,8.0,32,0.0,0.0,50,True,False,"{'wickets': 8, 'runs': 125}",c Chahar b Hazlewood
9,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,KD Karthik,Dinesh Karthik,9.0,7.0,8,0.0,1.0,128.57,False,False,"{'wickets': 5, 'runs': 119}",c Rayudu b Jadeja
10,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,Shakib Al Hasan,Shakib Al Hasan,0.0,1.0,7,0.0,0.0,0,False,False,"{'wickets': 6, 'runs': 120}",lbw b Jadeja
11,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,RA Tripathi,Rahul Tripathi,2.0,3.0,4,0.0,0.0,66.66,False,False,"{'wickets': 7, 'runs': 123}",c Ali b Thakur
12,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,LH Ferguson,Lockie Ferguson,18.0,11.0,27,1.0,1.0,163.63,False,True,{},not out
13,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,Shivam Mavi,Shivam Mavi,20.0,13.0,22,1.0,2.0,153.84,False,False,"{'wickets': 9, 'runs': 164}",c Chahar b Bravo
14,2021,1254117,CSK v KKR,CSK,KKR,Dubai International Cricket Stadium,Dubai,United Arab Emirates,KKR,2,CV Varun,Varun Chakravarthy,0.0,0.0,1,0.0,0.0,-,False,True,{},not out
15,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,PP Shaw,Prithvi Shaw,18.0,12.0,17,2.0,1.0,150,False,False,"{'wickets': 1, 'runs': 32}",lbw b Varun
16,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,S Dhawan,Shikhar Dhawan,36.0,39.0,65,1.0,2.0,92.3,False,False,"{'wickets': 3, 'runs': 83}",c Shakib Al Hasan b Varun
17,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,MP Stoinis,Marcus Stoinis,18.0,23.0,36,1.0,0.0,78.26,False,False,"{'wickets': 2, 'runs': 71}", b Shivam Mavi
18,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,SS Iyer,Shreyas Iyer,30.0,27.0,48,1.0,1.0,111.11,False,True,{},not out
19,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,RR Pant,Rishabh Pant,6.0,6.0,6,1.0,0.0,100,True,False,"{'wickets': 4, 'runs': 90}",c Tripathi b Ferguson
20,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,SO Hetmyer,Shimron Hetmyer,17.0,10.0,20,0.0,2.0,170,False,False,"{'wickets': 5, 'runs': 117}",run out (Iyer/&dagger;Karthik)
21,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DC,1,AR Patel,Axar Patel,4.0,4.0,8,0.0,0.0,100,False,True,{},not out
22,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,Shubman Gill,Shubman Gill,46.0,46.0,80,1.0,1.0,100,False,False,"{'wickets': 3, 'runs': 125}",c &dagger;Pant b Avesh Khan
23,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,VR Iyer,Venkatesh Iyer,55.0,41.0,58,4.0,3.0,134.14,False,False,"{'wickets': 1, 'runs': 96}",c sub (SPD Smith) b Rabada
24,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,N Rana,Nitish Rana,13.0,12.0,18,0.0,1.0,108.33,False,False,"{'wickets': 2, 'runs': 123}",c Hetmyer b Nortje
25,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,RA Tripathi,Rahul Tripathi,12.0,11.0,25,0.0,1.0,109.09,False,True,{},not out
26,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,KD Karthik,Dinesh Karthik,0.0,3.0,7,0.0,0.0,0,False,False,"{'wickets': 4, 'runs': 126}", b Rabada
27,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,EJG Morgan,Eoin Morgan,0.0,3.0,7,0.0,0.0,0,True,False,"{'wickets': 5, 'runs': 129}", b Nortje
28,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,Shakib Al Hasan,Shakib Al Hasan,0.0,2.0,5,0.0,0.0,0,False,False,"{'wickets': 6, 'runs': 130}",lbw b Ashwin
29,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,SP Narine,Sunil Narine,0.0,1.0,3,0.0,0.0,0,False,False,"{'wickets': 7, 'runs': 130}",c Patel b Ashwin
30,2021,1254116,DC v KKR,DC,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,LH Ferguson,Lockie Ferguson,0.0,0.0,2,0.0,0.0,-,False,True,{},not out
31,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,D Padikkal,Devdutt Padikkal,21.0,18.0,26,2.0,0.0,116.66,False,False,"{'wickets': 1, 'runs': 49}", b Ferguson
32,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,V Kohli,Virat Kohli,39.0,33.0,59,5.0,0.0,118.18,True,False,"{'wickets': 3, 'runs': 88}", b Narine
33,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,KS Bharat,Srikar Bharat,9.0,16.0,20,0.0,0.0,56.25,False,False,"{'wickets': 2, 'runs': 69}",c Iyer b Narine
34,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,GJ Maxwell,Glenn Maxwell,15.0,18.0,33,1.0,0.0,83.33,False,False,"{'wickets': 5, 'runs': 112}",c Ferguson b Narine
35,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,AB de Villiers,AB de Villiers,11.0,9.0,9,1.0,0.0,122.22,False,False,"{'wickets': 4, 'runs': 102}", b Narine
36,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,Shahbaz Ahmed,Shahbaz Ahmed,13.0,14.0,23,1.0,0.0,92.85,False,False,"{'wickets': 6, 'runs': 126}",c Shivam Mavi b Ferguson
37,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,DT Christian,Dan Christian,9.0,8.0,18,1.0,0.0,112.5,False,False,"{'wickets': 7, 'runs': 134}",run out (Ferguson/Shivam Mavi)
38,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,HV Patel,Harshal Patel,8.0,6.0,9,1.0,0.0,133.33,False,True,{},not out
39,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RCB,1,GHS Garton,George Garton,0.0,0.0,3,0.0,0.0,-,False,True,{},not out
40,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,Shubman Gill,Shubman Gill,29.0,18.0,24,4.0,0.0,161.11,False,False,"{'wickets': 1, 'runs': 41}",c de Villiers b Patel
41,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,VR Iyer,Venkatesh Iyer,26.0,30.0,51,0.0,1.0,86.66,False,False,"{'wickets': 3, 'runs': 79}",c &dagger;Bharat b Patel
42,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,RA Tripathi,Rahul Tripathi,6.0,5.0,10,1.0,0.0,120,False,False,"{'wickets': 2, 'runs': 53}",lbw b Chahal
43,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,N Rana,Nitish Rana,23.0,25.0,35,1.0,1.0,92,False,False,"{'wickets': 4, 'runs': 110}",c de Villiers b Chahal
44,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,SP Narine,Sunil Narine,26.0,15.0,31,0.0,3.0,173.33,False,False,"{'wickets': 5, 'runs': 125}", b Mohammed Siraj
45,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,KD Karthik,Dinesh Karthik,10.0,12.0,20,1.0,0.0,83.33,False,False,"{'wickets': 6, 'runs': 126}",c &dagger;Bharat b Mohammed Siraj
46,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,EJG Morgan,Eoin Morgan,5.0,7.0,16,0.0,0.0,71.42,True,True,{},not out
47,2021,1254115,RCB v KKR,RCB,KKR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,2,Shakib Al Hasan,Shakib Al Hasan,9.0,6.0,10,1.0,0.0,150,False,True,{},not out
48,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,PP Shaw,Prithvi Shaw,60.0,34.0,49,7.0,3.0,176.47,False,False,"{'wickets': 4, 'runs': 80}",c du Plessis b Jadeja
49,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,S Dhawan,Shikhar Dhawan,7.0,7.0,17,1.0,0.0,100,False,False,"{'wickets': 1, 'runs': 36}",c &dagger;Dhoni b Hazlewood
50,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,SS Iyer,Shreyas Iyer,1.0,8.0,12,0.0,0.0,12.5,False,False,"{'wickets': 2, 'runs': 50}",c Gaikwad b Hazlewood
51,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,AR Patel,Axar Patel,10.0,11.0,16,1.0,0.0,90.9,False,False,"{'wickets': 3, 'runs': 77}",c sub (MJ Santner) b Ali
52,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,RR Pant,Rishabh Pant,51.0,35.0,55,3.0,2.0,145.71,True,True,{},not out
53,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,SO Hetmyer,Shimron Hetmyer,37.0,24.0,44,3.0,1.0,154.16,False,False,"{'wickets': 5, 'runs': 163}",c Jadeja b Bravo
54,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,TK Curran,Tom Curran,0.0,1.0,7,0.0,0.0,0,False,True,{},not out
55,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,RD Gaikwad,Ruturaj Gaikwad,70.0,50.0,93,5.0,2.0,140,False,False,"{'wickets': 5, 'runs': 149}",c Patel b Avesh Khan
56,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,F du Plessis,Faf du Plessis,1.0,2.0,4,0.0,0.0,50,False,False,"{'wickets': 1, 'runs': 3}", b Nortje
57,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,RV Uthappa,Robin Uthappa,63.0,44.0,62,7.0,2.0,143.18,False,False,"{'wickets': 2, 'runs': 113}",c Iyer b Curran
58,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,SN Thakur,Shardul Thakur,0.0,1.0,5,0.0,0.0,0,False,False,"{'wickets': 3, 'runs': 117}",c Iyer b Curran
59,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,AT Rayudu,Ambati Rayudu,1.0,3.0,5,0.0,0.0,33.33,False,False,"{'wickets': 4, 'runs': 119}",run out (Iyer/Rabada)
60,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,MM Ali,Moeen Ali,16.0,12.0,27,2.0,0.0,133.33,False,False,"{'wickets': 6, 'runs': 160}",c Rabada b Curran
61,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,MS Dhoni,MS Dhoni,18.0,6.0,11,3.0,1.0,300,True,True,{},not out
62,2021,1254114,DC v CSK,DC,CSK,Dubai International Cricket Stadium,Dubai,United Arab Emirates,CSK,2,RA Jadeja,Ravindra Jadeja,0.0,0.0,5,0.0,0.0,-,False,True,{},not out
63,2021,1254101,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,PP Shaw,Prithvi Shaw,48.0,31.0,55,4.0,2.0,154.83,False,False,"{'wickets': 2, 'runs': 101}",c Garton b Chahal
64,2021,1254101,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,S Dhawan,Shikhar Dhawan,43.0,35.0,47,3.0,2.0,122.85,False,False,"{'wickets': 1, 'runs': 88}",c Christian b Patel
65,2021,1254101,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,RR Pant,Rishabh Pant,10.0,8.0,15,1.0,0.0,125,True,False,"{'wickets': 3, 'runs': 108}",c &dagger;Bharat b Christian
66,2021,1254101,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,SS Iyer,Shreyas Iyer,18.0,18.0,33,1.0,0.0,100,False,False,"{'wickets': 4, 'runs': 143}",c Christian b Mohammed Siraj
67,2021,1254101,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,SO Hetmyer,Shimron Hetmyer,29.0,22.0,41,2.0,2.0,131.81,False,False,"{'wickets': 5, 'runs': 164}",c Kohli b Mohammed Siraj
68,2021,1254101,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,DC,1,RV Patel,Ripal Patel,7.0,7.0,17,1.0,0.0,100,False,True,{},not out
69,2021,1254101,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,V Kohli,Virat Kohli,4.0,8.0,12,0.0,0.0,50,True,False,"{'wickets': 2, 'runs': 6}",c Rabada b Nortje
70,2021,1254101,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,D Padikkal,Devdutt Padikkal,0.0,1.0,4,0.0,0.0,0,False,False,"{'wickets': 1, 'runs': 3}",c Ashwin b Nortje
71,2021,1254101,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,KS Bharat,Srikar Bharat,78.0,52.0,88,3.0,4.0,150,False,True,{},not out
72,2021,1254101,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,AB de Villiers,AB de Villiers,26.0,26.0,26,2.0,1.0,100,False,False,"{'wickets': 3, 'runs': 55}",c Iyer b AR Patel
73,2021,1254101,RCB v DC,RCB,DC,Dubai International Cricket Stadium,Dubai,United Arab Emirates,RCB,2,GJ Maxwell,Glenn Maxwell,51.0,33.0,54,8.0,0.0,154.54,False,True,{},not out
74,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,RG Sharma,Rohit Sharma,18.0,13.0,27,3.0,0.0,138.46,True,False,"{'wickets': 1, 'runs': 80}",c Mohammad Nabi b Rashid Khan
75,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,Ishan Kishan,Ishan Kishan,84.0,32.0,50,11.0,4.0,262.5,False,False,"{'wickets': 3, 'runs': 124}",c &dagger;Saha b Umran Malik
76,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,HH Pandya,Hardik Pandya,10.0,8.0,17,0.0,1.0,125,False,False,"{'wickets': 2, 'runs': 113}",c Roy b Holder
77,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,KA Pollard,Kieron Pollard,13.0,12.0,28,1.0,0.0,108.33,False,False,"{'wickets': 4, 'runs': 151}",c Roy b Abhishek Sharma
78,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,SA Yadav,Suryakumar Yadav,82.0,40.0,65,13.0,3.0,205,False,False,"{'wickets': 9, 'runs': 230}",c Mohammad Nabi b Holder
79,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,JDS Neesham,James Neesham,0.0,1.0,2,0.0,0.0,0,False,False,"{'wickets': 5, 'runs': 151}",c Mohammad Nabi b Abhishek Sharma
80,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,KH Pandya,Krunal Pandya,9.0,7.0,15,1.0,0.0,128.57,False,False,"{'wickets': 6, 'runs': 184}",c Mohammad Nabi b Rashid Khan
81,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,NM Coulter-Nile,Nathan Coulter-Nile,3.0,3.0,10,0.0,0.0,100,False,False,"{'wickets': 7, 'runs': 206}",c Mohammad Nabi b Holder
82,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,PP Chawla,Piyush Chawla,0.0,2.0,16,0.0,0.0,0,False,False,"{'wickets': 8, 'runs': 230}",c Abdul Samad b Holder
83,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,JJ Bumrah,Jasprit Bumrah,5.0,2.0,4,1.0,0.0,250,False,True,{},not out
84,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,MI,1,TA Boult,Trent Boult,0.0,0.0,2,0.0,0.0,-,False,True,{},not out
85,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SRH,2,JJ Roy,Jason Roy,34.0,21.0,28,6.0,0.0,161.9,False,False,"{'wickets': 1, 'runs': 64}",c KH Pandya b Boult
86,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SRH,2,Abhishek Sharma,Abhishek Sharma,33.0,16.0,38,4.0,1.0,206.25,False,False,"{'wickets': 2, 'runs': 79}",c Coulter-Nile b Neesham
87,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SRH,2,MK Pandey,Manish Pandey,69.0,41.0,76,7.0,2.0,168.29,True,True,{},not out
88,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SRH,2,Mohammad Nabi,Mohammad Nabi,3.0,4.0,7,0.0,0.0,75,False,False,"{'wickets': 3, 'runs': 97}",c Pollard b Chawla
89,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SRH,2,Abdul Samad,Abdul Samad,2.0,3.0,4,0.0,0.0,66.66,False,False,"{'wickets': 4, 'runs': 100}",c Pollard b Neesham
90,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SRH,2,PK Garg,Priyam Garg,29.0,21.0,30,2.0,1.0,138.09,False,False,"{'wickets': 5, 'runs': 156}",c HH Pandya b Bumrah
91,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SRH,2,JO Holder,Jason Holder,1.0,2.0,7,0.0,0.0,50,False,False,"{'wickets': 6, 'runs': 166}",c Boult b Coulter-Nile
92,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SRH,2,Rashid Khan,Rashid Khan,9.0,5.0,7,2.0,0.0,180,False,False,"{'wickets': 7, 'runs': 177}",c &amp; b Bumrah
93,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SRH,2,WP Saha,Wriddhiman Saha,2.0,5.0,8,0.0,0.0,40,False,False,"{'wickets': 8, 'runs': 182}",c &amp; b Coulter-Nile
94,2021,1254088,SRH v MI,SRH,MI,"Sheikh Zayed Stadium, Abu Dhabi",Abu Dhabi,United Arab Emirates,SRH,2,S Kaul,Siddarth Kaul,1.0,3.0,7,0.0,0.0,33.33,False,True,{},not out
95,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,1,Shubman Gill,Shubman Gill,56.0,44.0,79,4.0,2.0,127.27,False,False,"{'wickets': 3, 'runs': 133}",c Jaiswal b Morris
96,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,1,VR Iyer,Venkatesh Iyer,38.0,35.0,53,3.0,2.0,108.57,False,False,"{'wickets': 1, 'runs': 79}", b Tewatia
97,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,1,N Rana,Nitish Rana,12.0,5.0,7,1.0,1.0,240,False,False,"{'wickets': 2, 'runs': 92}",c Livingstone b Phillips
98,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,1,RA Tripathi,Rahul Tripathi,21.0,14.0,31,3.0,0.0,150,False,False,"{'wickets': 4, 'runs': 145}", b Sakariya
99,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,1,KD Karthik,Dinesh Karthik,14.0,11.0,24,0.0,1.0,127.27,False,True,{},not out
100,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,KKR,1,EJG Morgan,Eoin Morgan,13.0,11.0,16,1.0,1.0,118.18,True,True,{},not out
101,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RR,2,YBK Jaiswal,Yashasvi Jaiswal,0.0,3.0,3,0.0,0.0,0,False,False,"{'wickets': 1, 'runs': 0}", b Shakib Al Hasan
102,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RR,2,LS Livingstone,Liam Livingstone,6.0,6.0,18,1.0,0.0,100,False,False,"{'wickets': 3, 'runs': 12}",c Tripathi b Ferguson
103,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RR,2,SV Samson,Sanju Samson,1.0,4.0,5,0.0,0.0,25,True,False,"{'wickets': 2, 'runs': 1}",c Morgan b Shivam Mavi
104,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RR,2,S Dube,Shivam Dube,18.0,20.0,34,0.0,1.0,90,False,False,"{'wickets': 6, 'runs': 34}", b Shivam Mavi
105,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RR,2,Anuj Rawat,Anuj Rawat,0.0,1.0,4,0.0,0.0,0,False,False,"{'wickets': 4, 'runs': 13}",lbw b Ferguson
106,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RR,2,GD Phillips,Glenn Phillips,8.0,12.0,18,0.0,1.0,66.66,False,False,"{'wickets': 5, 'runs': 33}", b Shivam Mavi
107,2021,1254106,KKR v RR,KKR,RR,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,RR,2,R Tewatia,Rahul Tewatia,44.0,36.0,42,5.0,2.0,122.22,False,False,"{'wickets': 10, 'runs': 85}", b Shivam Mavi
